,age,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_divorced,marital_married,marital_single,education,default_yes,balance,housing_yes,loan_yes,contact_cellular,contact_telephone,contact_unknown,day,month,duration,campaign,pdays,previous,y_yes
35719,0.3734006094509599,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.44859949724081905,1.0,0.0,1.0,0.0,0.0,0.31570368092323503,0.7272727272727273,0.4585160774890895,0.5401030879687336,0.9944346173178489,0.9414679239600259,0.0
40373,0.4631186504538256,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.4693753072967664,1.0,1.0,1.0,0.0,0.0,0.7609189401162374,0.5454545454545454,0.6005182113777155,0.0,0.9807509303463611,0.9965739961641924,1.0
11877,0.3734006094509599,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.47207460648802585,1.0,0.0,0.0,0.0,1.0,0.7040819380787027,0.5454545454545454,0.3501458542076835,0.5401030879687336,0.0,0.0,0.0
8736,0.6660489451385727,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.46876708970268977,0.0,0.0,0.0,0.0,1.0,0.15270320232933415,0.5454545454545454,0.4071602869029184,0.643866793491338,0.0,0.0,0.0
31009,0.606852254917416,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.4490653584473352,0.0,0.0,1.0,0.0,0.0,0.3883110100119039,0.2727272727272727,0.530691843870322,0.0,0.0,0.0,1.0
13080,0.7289596857735681,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.46300026187746374,1.0,0.0,1.0,0.0,0.0,0.31570368092323503,0.4545454545454546,0.44711740854528276,0.643866793491338,0.0,0.0,0.0
2743,0.6660489451385727,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.48208026586732766,1.0,0.0,0.0,0.0,1.0,0.5223114842342714,0.7272727272727273,0.5834577575292784,0.643866793491338,0.0,0.0,0.0
23777,0.3734006094509599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.4574677953183056,0.0,0.0,1.0,0.0,0.0,0.922951227354249,0.09090909090909091,0.21237308220001816,0.8992308212841957,0.0,0.0,0.0
31520,0.5941409014200917,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.44269628489451235,1.0,1.0,1.0,0.0,0.0,0.05590147071564855,0.0,0.4631365452684358,0.0,0.9930417972101628,0.9888733200747867,0.0
26059,0.3925724619011865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.48736881595981807,1.0,0.0,1.0,0.0,0.0,0.675037563895512,0.8181818181818182,0.6573701165749397,0.3634984848690735,0.0,0.0,0.0
10110,0.7289596857735681,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.47112296094826234,0.0,0.0,0.0,0.0,1.0,0.42305672195313143,0.5454545454545454,0.4998088293271706,0.0,0.0,0.0,0.0
4016,0.16246618000395985,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.4462663540014561,1.0,0.0,0.0,0.0,1.0,0.5850515119281953,0.7272727272727273,0.6122481930277883,0.3634984848690735,0.0,0.0,0.0
9567,0.6770998222738782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4452043573071146,0.0,0.0,0.0,0.0,1.0,0.23786791734185064,0.5454545454545454,0.5202177075459163,0.0,0.0,0.0,0.0
21220,0.7190117251593735,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.4765315506641526,0.0,0.0,1.0,0.0,0.0,0.6455394290026059,0.09090909090909091,0.5409533707393335,0.7598414984529219,0.0,0.0,0.0
4442,0.3734006094509599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.46435993082277727,1.0,0.0,0.0,0.0,1.0,0.7040819380787027,0.7272727272727273,0.34110089838094093,0.0,0.0,0.0,0.0
22070,0.3329201915187505,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.4449339173054929,0.0,0.0,1.0,0.0,0.0,0.7327006691302771,0.09090909090909091,0.5003982817744977,0.7119052167027216,0.0,0.0,0.0
35627,0.5677358083653167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.446748931432836,1.0,0.0,1.0,0.0,0.0,0.31570368092323503,0.7272727272727273,0.5232838294642865,0.5401030879687336,0.0,0.0,0.0
16533,0.24186900278550633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.455919901507508,0.0,1.0,1.0,0.0,0.0,0.7887594195797047,0.4545454545454546,0.3837547845934743,0.8992308212841957,0.0,0.0,0.0
15,0.654749941183804,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4481678367437471,1.0,0.0,0.0,0.0,1.0,0.19639093853853679,0.7272727272727273,0.5636162606857623,0.0,0.0,0.0,0.0
2814,0.6770998222738782,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.45668660808291306,1.0,0.0,0.0,0.0,1.0,0.5223114842342714,0.7272727272727273,0.41051051454614795,0.0,0.0,0.0,0.0
31542,0.19017348019519092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.46109152235680795,0.0,0.0,1.0,0.0,0.0,0.05590147071564855,0.0,0.5033113200492405,0.3634984848690735,0.0,0.0,0.0
13103,0.7088598562319353,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4473671414351366,0.0,1.0,1.0,0.0,0.0,0.31570368092323503,0.4545454545454546,0.4802726885017839,0.0,0.0,0.0,0.0
13199,0.3115100804444392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.4490373690408138,1.0,1.0,1.0,0.0,0.0,0.31570368092323503,0.4545454545454546,0.5382212189662362,0.0,0.0,0.0,0.0
17600,0.6879124675249382,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.4655224215397108,1.0,0.0,1.0,0.0,0.0,0.9488971067581214,0.4545454545454546,0.5409533707393335,0.7119052167027216,0.0,0.0,0.0
7727,0.19017348019519092,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.46055798221592004,1.0,1.0,0.0,0.0,1.0,0.9745762920151242,0.7272727272727273,0.372514563114624,0.5401030879687336,0.0,0.0,0.0
30351,0.41109197977010914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44930207700367875,0.0,0.0,1.0,0.0,0.0,0.19639093853853679,0.2727272727272727,0.6340125855780291,0.0,0.0,0.0,1.0
18721,0.42899906981097535,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.4726487090419014,1.0,0.0,1.0,0.0,0.0,0.9999999999999999,0.4545454545454546,0.35858868124508514,0.7598414984529219,0.0,0.0,0.0
31372,0.4631186504538256,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.4659248893247344,0.0,0.0,1.0,0.0,0.0,0.675037563895512,0.6363636363636364,0.46539240536623366,0.0,0.0,0.0,1.0
25543,0.42899906981097535,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.4528356254214022,1.0,0.0,1.0,0.0,0.0,0.675037563895512,0.8181818181818182,0.41697368379092464,0.0,0.0,0.0,0.0
41138,0.49518772496814184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.45113132009831597,0.0,0.0,0.0,1.0,0.0,0.6455394290026059,0.09090909090909091,0.412699051587333,0.0,0.0,0.0,0.0
25470,0.47939511549342967,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.4458987376550103,1.0,0.0,1.0,0.0,0.0,0.675037563895512,0.8181818181818182,0.412699051587333,0.0,0.0,0.0,0.0
43946,0.63136486502706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.45870937542311385,0.0,0.0,1.0,0.0,0.0,0.6155559650854722,0.5454545454545454,0.4668769927770898,0.0,0.0,0.0,1.0
753,0.6984962103011556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.45031025692397786,0.0,0.0,0.0,0.0,1.0,0.23786791734185064,0.7272727272727273,0.5596567960993105,0.5401030879687336,0.0,0.0,0.0
8466,0.41109197977010914,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5073402973638195,1.0,0.0,0.0,0.0,1.0,0.10619947543352698,0.5454545454545454,0.44796255017685743,0.0,0.0,0.0,0.0
22794,0.5677358083653167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.44835591598300695,0.0,0.0,1.0,0.0,0.0,0.843387115993459,0.09090909090909091,0.361815744459946,0.643866793491338,0.0,0.0,0.0
43395,0.3925724619011865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.4482403681713879,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4719565500628666,0.0,0.9947838033993299,0.9888733200747867,0.0
36387,0.3535326032905617,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.45086855334841563,1.0,0.0,1.0,0.0,0.0,0.42305672195313143,0.7272727272727273,0.399004887458076,0.3634984848690735,0.0,0.0,0.0
13395,0.24186900278550633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.4463644269925226,0.0,0.0,1.0,0.0,0.0,0.3525709047105681,0.4545454545454546,0.6232088300311913,0.0,0.0,0.0,1.0
31962,0.3535326032905617,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.46244472091363187,1.0,1.0,1.0,0.0,0.0,0.4899757020006308,0.0,0.7318811801442469,0.3634984848690735,0.0,0.0,1.0
32344,0.643192303998616,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.45619224065809866,0.0,0.0,1.0,0.0,0.0,0.5850515119281953,0.0,0.4868601908235135,0.0,0.0,0.0,0.0
8153,0.6660489451385727,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.4462004872887195,1.0,1.0,0.0,0.0,1.0,0.05590147071564855,0.5454545454545454,0.4436855081875979,0.643866793491338,0.0,0.0,0.0
6791,0.6660489451385727,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5255630427408221,1.0,1.0,0.0,0.0,1.0,0.922951227354249,0.7272727272727273,0.42808679057443466,0.934359937846186,0.0,0.0,0.0
41682,0.6879124675249382,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.4630762714862144,0.0,0.0,1.0,0.0,0.0,0.05590147071564855,0.9090909090909092,0.4842603971992659,0.3634984848690735,0.978252194026717,0.9414679239600259,1.0
43680,0.03624858676610371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.45321103396456625,0.0,0.0,1.0,0.0,0.0,0.4569154538796922,0.7272727272727273,0.5095283467101686,0.0,0.9877604401109845,0.9888733200747867,1.0
42912,0.44633017314416673,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.45854958374984817,0.0,0.0,1.0,0.0,0.0,0.19639093853853679,0.2727272727272727,0.5749390187955562,0.3634984848690735,0.0,0.0,0.0
45029,0.5105224314346498,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4576530625174227,0.0,0.0,1.0,0.0,0.0,0.5539855118162355,0.9090909090909092,0.41051051454614795,0.643866793491338,0.0,0.0,0.0
25967,0.643192303998616,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.5043214764119794,0.0,0.0,1.0,0.0,0.0,0.675037563895512,0.8181818181818182,0.6456101066943459,0.0,0.0,0.0,0.0
43447,0.3115100804444392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.5441674415479889,1.0,0.0,1.0,0.0,0.0,0.4569154538796922,0.0,0.44626720007827114,0.0,0.0,0.0,0.0
5270,0.3329201915187505,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.48789823326100257,1.0,0.0,0.0,0.0,1.0,0.7887594195797047,0.7272727272727273,0.6223905872055686,0.0,0.0,0.0,0.0
25666,0.3535326032905617,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.44459846660795954,0.0,0.0,1.0,0.0,0.0,0.675037563895512,0.8181818181818182,0.3185426222368265,0.0,0.0,0.0,0.0
18458,0.7190117251593735,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.4618750094602263,0.0,0.0,1.0,0.0,0.0,0.9999999999999999,0.4545454545454546,0.435644101890603,0.8444171094777413,0.0,0.0,0.0
1801,0.3115100804444392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.4486422174768267,1.0,0.0,0.0,0.0,1.0,0.3525709047105681,0.7272727272727273,0.4383759913142055,0.0,0.0,0.0,0.0
36933,0.7482732881160157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.4267908060557622,1.0,0.0,0.0,1.0,0.0,0.4569154538796922,0.7272727272727273,0.6045208911180706,0.3634984848690735,0.9943663210263047,0.9414679239600259,0.0
34469,0.3925724619011865,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.44424131969557634,1.0,0.0,1.0,0.0,0.0,0.19639093853853679,0.7272727272727273,0.5418535672154133,0.0,0.9946773169081851,0.9414679239600259,0.0
12598,0.3329201915187505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.45380571432058536,0.0,1.0,0.0,0.0,1.0,0.15270320232933415,0.4545454545454546,0.6193559355870399,0.0,0.0,0.0,0.0
37306,0.5811072362848717,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.44022849144188314,1.0,0.0,1.0,0.0,0.0,0.4899757020006308,0.7272727272727273,0.4231459679259353,0.3634984848690735,0.0,0.0,0.0
21074,0.654749941183804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.4488405802473513,0.0,0.0,1.0,0.0,0.0,0.5223114842342714,0.09090909090909091,0.3782549968106811,0.3634984848690735,0.0,0.0,0.0
41429,0.3329201915187505,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.46534191074873993,0.0,0.0,1.0,0.0,0.0,0.15270320232933415,1.0,0.47547925274815334,0.0,0.0,0.0,0.0
3292,0.606852254917416,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.500027062025782,1.0,0.0,0.0,0.0,1.0,0.5539855118162355,0.7272727272727273,0.5510061687995337,0.0,0.0,0.0,0.0
6875,0.3925724619011865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.45601476108486405,1.0,0.0,0.0,0.0,1.0,0.922951227354249,0.7272727272727273,0.603605736864771,0.5401030879687336,0.0,0.0,0.0
40578,0.7576526828569549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.44531596859631234,0.0,0.0,0.0,1.0,0.0,0.7327006691302771,0.4545454545454546,0.6023776233298328,0.7598414984529219,0.0,0.0,0.0
4895,0.16246618000395985,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.4444833675381499,1.0,0.0,0.0,0.0,1.0,0.7327006691302771,0.7272727272727273,0.6251027919400005,0.0,0.0,0.0,0.0
44466,0.9214152111067341,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.44424131969557634,0.0,0.0,1.0,0.0,0.0,0.23786791734185064,0.09090909090909091,0.5742084663483683,0.5401030879687336,0.9928924795462892,0.9414679239600259,0.0
17887,0.554010061146935,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.4519858049759697,1.0,0.0,1.0,0.0,0.0,0.9745762920151242,0.4545454545454546,0.35858868124508514,0.7953747441415251,0.0,0.0,0.0
8553,0.49518772496814184,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.4477865109456706,1.0,0.0,0.0,0.0,1.0,0.10619947543352698,0.5454545454545454,0.44626720007827114,0.0,0.0,0.0,0.0
3209,0.606852254917416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.44775687157611116,1.0,0.0,0.0,0.0,1.0,0.5539855118162355,0.7272727272727273,0.5191818734017897,0.0,0.0,0.0,0.0
42131,0.6984962103011556,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.44424131969557634,0.0,0.0,1.0,0.0,0.0,0.10619947543352698,0.8181818181818182,0.5015702845299649,0.5401030879687336,0.9882129244400479,0.9965739961641924,0.0
2088,0.6984962103011556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.44209456447524714,1.0,0.0,0.0,0.0,1.0,0.4569154538796922,0.7272727272727273,0.47337585471715454,0.3634984848690735,0.0,0.0,0.0
7882,0.5811072362848717,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.4505905459005025,1.0,0.0,0.0,0.0,1.0,0.9745762920151242,0.7272727272727273,0.5774702479210836,0.3634984848690735,0.0,0.0,0.0
4646,0.41109197977010914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.45997627954221804,1.0,0.0,0.0,0.0,1.0,0.7040819380787027,0.7272727272727273,0.5938402953485299,0.3634984848690735,0.0,0.0,0.0
1712,0.4631186504538256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.44851382251821337,1.0,1.0,0.0,0.0,1.0,0.3525709047105681,0.7272727272727273,0.5321317205679453,0.0,0.0,0.0,0.0
7874,0.2660539485513008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.4487699219177076,1.0,0.0,0.0,0.0,1.0,0.9745762920151242,0.7272727272727273,0.4347215082178937,0.3634984848690735,0.0,0.0,0.0
42653,0.42899906981097535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.48649307343243486,0.0,0.0,1.0,0.0,0.0,0.4899757020006308,0.36363636363636365,0.5547715623012456,0.3634984848690735,0.9886980460937969,0.9414679239600259,0.0
15052,0.5811072362848717,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.4539532976796058,0.0,1.0,1.0,0.0,0.0,0.6155559650854722,0.4545454545454546,0.5778286400771993,0.3634984848690735,0.0,0.0,0.0
29888,0.5941409014200917,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.4474729107922431,0.0,0.0,1.0,0.0,0.0,0.15270320232933415,0.2727272727272727,0.33921121698507717,0.0,0.0,0.0,0.0
